id,city,state_abbrev,state,capital,lat,lng,population,density,timezone,zips
1840003869,Norfolk,VA,Virginia,,36.8945,-76.259,236973,1717.4,America/New_York,23509 23508 23507 23504 23503 23502 23505 23518 23510 23511 23513 23517 23551 23523 23501 23506 23514 23515 23519 23529 23541
1840006112,Arlington,VA,Virginia,,38.8786,-77.1011,235845,3502.7,America/New_York,22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350
1840002400,Appleton,WI,Wisconsin,,44.278,-88.3892,233947,1145.4,America/Chicago,54914 54915 54913 54911 54912 54919
1630035605,Aguadilla,PR,Puerto Rico,,18.4382,-67.1537,228854,1751.5,America/Puerto_Rico,00603 00605
1840014618,Rock Hill,SC,South Carolina,,34.9415,-81.0241,228811,655.4,America/New_York,29732 29733 29730 29731
1840020292,Fremont,CA,California,,37.5265,-121.9843,228795,1131,America/Los_Angeles,94560 94536 94538 94539 94555 94537
1840000177,Fargo,ND,North Dakota,,46.8651,-96.8292,228364,968.3,America/Chicago,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126
1840013947,Gulfport,MS,Mississippi,,30.4274,-89.0704,228022,503.4,America/Chicago,39501 39503 39507 39502 39505 39506
1840018410,Bremerton,WA,Washington,,47.5436,-122.7121,226805,597.3,America/Los_Angeles,98312 98314 98310 98337
1840002344,Green Bay,WI,Wisconsin,,44.5148,-87.9895,225633,907.1,America/Chicago,54304 54303 54302 54301 54311 54305 54306 54308
1840033827,Enterprise,NV,Nevada,,36.0091,-115.2278,225461,1319,America/Los_Angeles,89178 89183 89139 89141 89148 89113 89118 89119 89123
1840015157,Hialeah,FL,Florida,,25.8696,-80.3045,222996,3989.5,America/New_York,33014 33016 33010 33012 33013 33018
1840015072,Deltona,FL,Florida,,28.905,-81.2137,221137,976.3,America/New_York,32725 32738 32739
1840021728,San Bernardino,CA,California,,34.1416,-117.2943,221041,1373.7,America/Los_Angeles,92404 92369 92401 92407 92405 92408 92411 92410 92415 92346 92403 92406 92413 92418 92423 92427
1840014022,Gainesville,FL,Florida,,29.6804,-82.3459,220929,860.2,America/New_York,32608 32609 32607 32610 32612 32653 32603 32601 32605 32604 32611 32614 32627 32635
1840033832,Spring Valley,NV,Nevada,,36.0952,-115.2636,220114,2393.6,America/Los_Angeles,89147 89146 89103 89148 89113 89117 89118 89150 89164 89173
1840021129,Tacoma,WA,Washington,,47.2431,-122.4531,219234,1702.7,America/Los_Angeles,98422 98403 98404 98405 98408 98409 98402 98406 98407 98466 98465 98416 98418 98444 98421 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490
1840003858,Roanoke,VA,Virginia,,37.2785,-79.9581,218533,900.9,America/New_York,24019 24014 24015 24016 24017 24011 24012 24013 24022 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043
1840019743,Brownsville,TX,Texas,,25.9975,-97.458,215269,548.4,America/Chicago,78521 78520 78526 78575 78578 78566 78522
1840019570,College Station,TX,Texas,,30.5852,-96.2959,213177,909,America/Chicago,77843 77840 77845 77841 77842 77844 77881
1840014421,Clarksville,TN,Tennessee,,36.5692,-87.3413,210551,650.9,America/Chicago,42223 37043 37042 37040 37041 37044
1840003478,Yonkers,NY,New York,,40.9466,-73.8673,209780,4498.4,America/New_York,10708 10703 10701 10707 10705 10704 10710 10702
1840020552,Moreno Valley,CA,California,,33.9244,-117.2045,209578,1577.1,America/Los_Angeles,92551 92553 92555 92557 92552 92554 92556
1840021844,Thousand Oaks,CA,California,,34.1914,-118.8756,209570,884.1,America/Los_Angeles,91320 91360 91361 91362 91319 91358 91359
1840000327,Portland,ME,Maine,,43.6773,-70.2715,209491,1223.9,America/New_York,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124
1840020402,Fontana,CA,California,,34.0968,-117.4599,209279,1867.1,America/Los_Angeles,92335 92336 92337 92331 92334 92402
1840014524,Hickory,NC,North Carolina,,35.741,-81.3223,206008,539.2,America/New_York,28601 28602 28603
1840019156,Amarillo,TX,Texas,,35.1984,-101.8316,205903,750.2,America/Chicago,79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189
1840002648,Sioux Falls,SD,South Dakota,,43.5396,-96.7311,204484,926,America/Chicago,57108 57104 57105 57106 57107 57103 57197 57110 57117 57101 57109 57186 57193
1840013730,Evansville,IN,Indiana,,37.9881,-87.5341,203661,953.2,America/Chicago,47714 47715 47710 47711 47713 47708 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750
1840006211,Huntington,WV,West Virginia,,38.4109,-82.4345,202754,1110.2,America/New_York,25703 25702 25701 25705 25704 25755 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778
1840004851,Waterbury,CT,Connecticut,,41.5582,-73.0361,202422,1547.8,America/New_York,06708 06702 06704 06705 06706 06710 06701 06703 06720 06721 06722 06723 06724 06725 06726
1840020654,Frisco,TX,Texas,,33.156,-96.8216,202075,1137.6,America/Chicago,75034 75036 75033 75035
1840000644,Lorain,OH,Ohio,,41.4409,-82.184,201808,1065.4,America/New_York,44052 44053 44055
1840003185,Kalamazoo,MI,Michigan,,42.2749,-85.5882,200838,1146.8,America/Detroit,49001 49006 49007 49008 49074 49005 49019
1840020970,Galveston,TX,Texas,,29.2484,-94.8913,200451,501.2,America/Chicago,77551 77550 77555 77554 77552 77553
1840015482,Spartanburg,SC,South Carolina,,34.9442,-81.9251,200000,730.2,America/New_York,29302 29301 29307 29306 29304 29319
1840021829,Santa Barbara,CA,California,,34.4285,-119.7202,199023,1754.6,America/Los_Angeles,93105 93101 93103 93109 93102 93120 93121 93130 93140 93190
1840033833,Sunrise Manor,NV,Nevada,,36.1783,-115.0487,198325,2271.3,America/Los_Angeles,89104 89142 89110 89115 89156 89121 89122 89162 89180
1840020578,Huntington Beach,CA,California,,33.696,-118.0018,197481,2825.9,America/Los_Angeles,92648 92649 92646 92647 90742 92605 92615
1840020709,Grand Prairie,TX,Texas,,32.6871,-97.0208,197279,1050.5,America/Chicago,75052 75050 75051 75054 75104 75053 75265
1840003834,Overland Park,KS,Kansas,,38.887,-94.687,196676,1009.4,America/Chicago,66214 66210 66211 66212 66213 66221 66223 66209 66202 66207 66204 66013 66251 66085 66224 66201 66225 66276 66282 66283
1840020657,McKinney,TX,Texas,,33.2016,-96.667,196160,1131,America/Chicago,75069 75072 75070 75071
1840022140,Waco,TX,Texas,,31.5599,-97.1882,195709,604.6,America/Chicago,76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799
1840005613,Hagerstown,MD,Maryland,,39.6401,-77.7217,195261,1334,America/New_York,21742 21740 21741 21747 21749
1840020483,Glendale,CA,California,,34.1819,-118.2468,194512,2464,America/Los_Angeles,91210 91214 91201 91205 91208 91203 91202 91204 91207 91206 91046 91020 91209 91221 91222 91225 91226
1840020041,Nampa,ID,Idaho,,43.5844,-116.5638,193935,1139.2,America/Boise,83651 83687 83686
1840020567,Peoria,AZ,Arizona,,33.7843,-112.2989,191292,419.5,America/Phoenix,85373 85381 85383 85382 85324 85345 85380 85385
1840000471,Cedar Rapids,IA,Iowa,,41.9662,-91.6783,191104,724,America/Chicago,52404 52405 52401 52411 52402 52403 52406 52407 52408 52409 52410 52497 52498 52499
1840021189,Vancouver,WA,Washington,,45.6366,-122.5967,190700,1510.4,America/Los_Angeles,98684 98664 98665 98660 98661 98662 98663 98682 98683 98687
1840033743,Paradise,NV,Nevada,,36.0872,-115.1355,189733,1727.6,America/Los_Angeles,89103 89109 89158 89169 89118 89119 89121 89120 89123 89111 89132 89136 89154 89157 89159 89160 89170 89177 89193
1840015067,Ocala,FL,Florida,,29.178,-82.1511,186840,518.8,America/New_York,34475 34474 34471 34470 34477 34478 34483
1840000478,Erie,PA,Pennsylvania,,42.1167,-80.0733,185556,1913.7,America/New_York,16546 16510 16508 16507 16502 16504 16503 16550 16501 16511 16512 16514 16522 16530 16534 16538 16541 16544 16553
1840003862,Newport News,VA,Virginia,,37.1051,-76.5185,185118,1035.9,America/New_York,23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630
1840005710,Frederick,MD,Maryland,,39.4337,-77.4141,184991,1263.9,America/New_York,21705 21702 21701 21709
1840014495,Murfreesboro,TN,Tennessee,,35.849,-86.4121,184763,926.1,America/Chicago,37132 37130 37129 37128 37127 37131 37133
1840014236,Fort Lauderdale,FL,Florida,,26.1412,-80.1464,182673,2039.5,America/New_York,33301 33304 33305 33306 33308 33309 33334 33316 33315 33312 33311 33320 33336 33338 33339 33340 33346 33348 33394
1840007034,Aurora,IL,Illinois,,41.7638,-88.2902,181405,1555.1,America/Chicago,60505 60506 60504 60502 60503 60519 60507 60568 60569 60572 60598 60599
1840021942,Tempe,AZ,Arizona,,33.3881,-111.9319,181005,1748.3,America/Phoenix,85281 85282 85283 85284 85280 85285 85287 85288
1840004837,Danbury,CT,Connecticut,,41.4015,-73.4709,180143,794.2,America/New_York,06810 06811 06813
1840014105,Spring Hill,FL,Florida,,28.4798,-82.53,178833,753.2,America/New_York,34608 34609 34604 34606 34611
1840013468,Gastonia,NC,North Carolina,,35.2494,-81.1854,178220,598.7,America/New_York,28054 28056 28052
1840021632,Salinas,CA,California,,36.6883,-121.6317,177410,2672.8,America/Los_Angeles,93901 93905 93906 93902 93915
1840003845,Fredericksburg,VA,Virginia,,38.2992,-77.4872,176791,1044,America/New_York,22401 22404 22412
1840020410,Ontario,CA,California,,34.0393,-117.6064,176326,1362,America/Los_Angeles,91762 91761 91764 91743 91758
1840020245,Elk Grove,CA,California,,38.4161,-121.3842,176105,1596.1,America/Los_Angeles,95624 95757 95758 95759
1840013612,Gainesville,GA,Georgia,,34.2902,-83.8294,175569,493.1,America/New_York,30501 30507 30504
1840016196,Cary,NC,North Carolina,,35.7819,-78.8195,174880,1126.5,America/New_York,27560 27518 27519 27511 27513 27512
1840020411,Rancho Cucamonga,CA,California,,34.1247,-117.5667,174696,1450.5,America/Los_Angeles,91730 91701 91737 91739 91729
1840020623,Oceanside,CA,California,,33.2247,-117.3083,173722,1625.3,America/Los_Angeles,92058 92054 92057 92056 92049 92051 92052 92068
1840020577,Garden Grove,CA,California,,33.7787,-117.9601,171637,3691.2,America/Los_Angeles,92843 92840 92841 92844 92845 92842 92846
1840020516,Lancaster,CA,California,,34.6935,-118.1753,171465,702.2,America/Los_Angeles,93535 93534 93536 93539 93584
1840020550,Hemet,CA,California,,33.7341,-116.9969,170621,1182.9,America/Los_Angeles,92545 92543 92546
1840015141,Pembroke Pines,FL,Florida,,26.0128,-80.3382,170472,2014,America/New_York,33029 33028 33025 33024 33026 33023 33027 33084
1840015034,Panama City,FL,Florida,,30.1995,-85.6003,169810,373.9,America/Chicago,32401 32404 32405 32402 32412
1840021499,Vallejo,CA,California,,38.1125,-122.2342,169541,1588.3,America/Los_Angeles,94592 94591 94589 94590
1840002983,Manchester,NH,New Hampshire,,42.9848,-71.4447,169097,1343.1,America/New_York,03109 03104 03101 03103 03102 03105 03108 03111
1840020076,Medford,OR,Oregon,,42.3372,-122.854,168959,1191.6,America/Los_Angeles,97504 97501
1840015476,Mauldin,SC,South Carolina,,34.7821,-82.3032,168313,808.4,America/New_York,29662 29607 29681
1840021579,Santa Cruz,CA,California,,36.9789,-122.0346,167835,1859.8,America/Los_Angeles,95065 95064 95060 95062 95061 95063 95067
1840020502,Palmdale,CA,California,,34.5944,-118.1057,166895,607.5,America/Los_Angeles,93591 93552 93551 93550 93590 93599
1840004828,Norwich,CT,Connecticut,,41.5495,-72.0882,166885,551.1,America/New_York,06380 06389 06360
1840002870,Muskegon,MI,Michigan,,43.2281,-86.2562,166847,1045.2,America/Detroit,49442 49443 49440 49441
1840015083,Leesburg,FL,Florida,,28.7672,-81.8962,166200,270.6,America/New_York,34748 34762 34736 34749 34789
1840014479,High Point,NC,North Carolina,,35.991,-79.9937,164836,774.3,America/New_York,27265 27282 27235 27268 27262 27263 27260 27261 27264
1840005563,Tuscaloosa,AL,Alabama,,33.2348,-87.5268,164414,660,America/Chicago,35475 35476 35405 35404 35406 35401 35487 35403 35407 35486
1840021639,Visalia,CA,California,,36.3276,-119.3269,163681,1433,America/Los_Angeles,93277 93291 93292 93278 93279 93290
1840019789,Marysville,WA,Washington,,48.0809,-122.1561,162664,1318.1,America/Los_Angeles,98271 98270
1840020313,Merced,CA,California,,37.3057,-120.4779,160638,1455.9,America/Los_Angeles,95348 95340 95341 95343
1840020293,Hayward,CA,California,,37.6328,-122.0766,160602,1353.4,America/Los_Angeles,94541 94542 94544 94545 94587 94540 94543 94557
1840008354,Lafayette,IN,Indiana,,40.3991,-86.8593,160543,930.9,America/Indiana/Indianapolis,47909 47905 47904 47901 47902 47903
1840019305,Corona,CA,California,,33.8616,-117.5649,158346,1532.6,America/Los_Angeles,92882 92880 92881 92879 92877 92878
1840000838,Paterson,NJ,New Jersey,,40.9147,-74.1624,157864,7244.8,America/New_York,07522 07524 07514 07513 07505 07501 07504 07503 07502 07507 07509 07510 07533 07543 07544
1840003837,Alexandria,VA,Virginia,,38.8185,-77.0861,157594,4074.1,America/New_York,22302 22301 22304 22305 22311 22314 20598 22320 22331 22332 22333 22334
1630035577,San Juan,PR,Puerto Rico,,18.3985,-66.061,1814587,3128.8,America/Puerto_Rico,00918 00913 00912 00911 00917 00915 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00969 00908 00910 00919 00922 00928 00929 00931 00935 00936 00937 00939 00940 00955 00975
